SYMBOL	ALIAS	HGNC	ENTREZ
THRB	THRB2	11799	7068
THRB	NR1A2	11799	7068
THRB	THR1	11799	7068
THRB	ERBA-BETA	11799	7068
THRB	ERBA2	11799	7068
THRB	PRTH	11799	7068
THRB	THRB	11799	7068
THRB-AS1	THRB-AS1	44515	644990
THRB-AS2	THRB-AS2	54854	101927854
THRB-IT1	THRB-IT1	41390	100874274
THRIL	Linc1992	49503	102659353
THRIL	TCONS_00020260	49503	102659353
THRIL	BRI3BP-AS1	49503	102659353
THRIL	THRIL	49503	102659353
THRSP	SPOT14	11800	7069
THRSP	Lpgp	11800	7069
THRSP	THRP	11800	7069
THRSP	LPGP1	11800	7069
THRSP	THRSP	11800	7069
THSD1	TMTSP	17754	55901
THSD1	THSD1	17754	55901
THSD1P1	THSD1P	31375	374500
THSD1P1	THSD1P1	31375	374500
THSD4	FVSY9334	25835	79875
THSD4	PRO34005	25835	79875
THSD4	FLJ13710	25835	79875
THSD4	ADAMTSL6	25835	79875
THSD4	THSD4	25835	79875
THSD4-AS1	THSD4-AS1	51420	101929196
THSD4-AS2	THSD4-AS2	51421	101929173
THSD7A	KIAA0960	22207	221981
THSD7A	THSD7A	22207	221981
THSD7B	KIAA1679	29348	80731
THSD7B	THSD7B	29348	80731
THSD8	THSD8	53785	111644133
THTPA	THTPASE	18987	79178
THTPA	THTPA	18987	79178
THUMPD1	FLJ20274	23807	55623
THUMPD1	Tan1	23807	55623
THUMPD1	THUMPD1	23807	55623
THUMPD1P1	THUMPD1P1	23808	391276
THUMPD2	MGC2454	14890	80745
THUMPD2	C2orf8	14890	80745
THUMPD2	THUMPD2	14890	80745
THUMPD3	DKFZP434F091	24493	25917
THUMPD3	THUMPD3	24493	25917
THUMPD3-AS1	SETD5-AS1	44478	440944
THUMPD3-AS1	THUMPD3-AS1	44478	440944
THUMPD3P1	THUMPD3P1	50793	100419989
THY1	CD90	11801	7070
THY1	THY1	11801	7070
THY1-AS1	RP11-334E6.12	54852	117134602
THY1-AS1	THY1-AS1	54852	117134602
THYN1	THY28	29560	29087
THYN1	THYN1	29560	29087
TIA1	TIA-1	11802	7072
TIA1	TIA1	11802	7072
TIAF1	TIAF1	11803	9220
TIAL1	TIAR	11804	7073
TIAL1	TIAL1	11804	7073
TIAM1	TIAM1	11805	7074
TIAM2	STEF	11806	26230
TIAM2	TIAM2	11806	26230
TICAM1	TRIF	18348	148022
TICAM1	TICAM-1	18348	148022
TICAM1	MGC35334	18348	148022
TICAM1	PRVTIRB	18348	148022
TICAM1	TICAM1	18348	148022
TICAM2	TICAM-2	21354	353376
TICAM2	TIRP	21354	353376
TICAM2	TICAM2	21354	353376
TICRR	MGC45866	28704	90381
TICRR	FLJ41618	28704	90381
TICRR	Treslin	28704	90381
TICRR	SLD3	28704	90381
TICRR	C15orf42	28704	90381
TICRR	TICRR	28704	90381
TIE1	JTK14	11809	7075
TIE1	TIE	11809	7075
TIE1	TIE1	11809	7075
TIFA	MGC20791	19075	92610
TIFA	T2BP	19075	92610
TIFA	T6BP	19075	92610
TIFA	TIFAA	19075	92610
TIFA	TIFA	19075	92610
TIFAB	TIFAB	34024	497189
TIGAR	C12orf5	1185	57103
TIGAR	TIGAR	1185	57103
TIGD1	EEYORE	14523	200765
TIGD1	TIGD1	14523	200765
TIGD2	TIGD2	18333	166815
TIGD3	TIGD3	18334	220359
TIGD4	TIGD4	18335	201798
TIGD5	FLJ14926	18336	84948
TIGD5	TIGD5	18336	84948
TIGD6	DKFZp761E2110	18332	81789
TIGD6	TIGD6	18332	81789
TIGD7	Sancho	18331	91151
TIGD7	TIGD7	18331	91151
TIGIT	FLJ39873	26838	201633
TIGIT	DKFZp667A205	26838	201633
TIGIT	VSIG9	26838	201633
TIGIT	VSTM3	26838	201633
TIGIT	TIGIT	26838	201633
TIMD4	TIM4	25132	91937
TIMD4	TIMD4	25132	91937
TIMELESS	hTIM	11813	8914
TIMELESS	TIMELESS	11813	8914
TIMM10	TIM10	11814	26519
TIMM10	TIM10A	11814	26519
TIMM10	TIMM10A	11814	26519
TIMM10	TIMM10	11814	26519
TIMM10B	Tim9b	4022	26515
TIMM10B	TIM10B	4022	26515
TIMM10B	FXC1	4022	26515
TIMM10B	TIMM10B	4022	26515
TIMM13	Tim13	11816	26517
TIMM13	TIMM13B	11816	26517
TIMM13	TIMM13	11816	26517
TIMM17A	TIM17	17315	10440
TIMM17A	TIM17A	17315	10440
TIMM17A	TIMM17A	17315	10440
TIMM17B	DXS9822	17310	10245
TIMM17B	JM3	17310	10245
TIMM17B	TIMM17B	17310	10245
TIMM17BP1	TIMM17BP1	49865	390298
TIMM21	HSPC154	25010	29090
TIMM21	TIM21	25010	29090
TIMM21	C18orf55	25010	29090
TIMM21	TIMM21	25010	29090
TIMM22	TIM22	17317	29928
TIMM22	TEX4	17317	29928
TIMM22	TIMM22	17317	29928
TIMM23	TIM23	17312	100287932
TIMM23	TIMM23	17312	100287932
TIMM23B	bA592B15.7	23581	100652748
TIMM23B	TIMM23B	23581	100652748
TIMM23B-AGAP6	LINC00843	45009	113218477
TIMM23B-AGAP6	TIMM23B-AGAP6	45009	113218477
TIMM29	TIM29	25152	90580
TIMM29	C19orf52	25152	90580
TIMM29	TIMM29	25152	90580
TIMM44	TIM44	17316	10469
TIMM44	TIMM44	17316	10469
TIMM50	TIM50L	23656	92609
TIMM50	TIM50	23656	92609
TIMM50	TIMM50	23656	92609
TIMM8A	DDP	11817	1678
TIMM8A	MTS	11817	1678
TIMM8A	DFN1	11817	1678
TIMM8A	TIMM8A	11817	1678
TIMM8AP1	DDPP	17802	399520
TIMM8AP1	TIMM8AP	17802	399520
TIMM8AP1	TIMM8AP1	17802	399520
TIMM8B	TIM8B	11818	26521
TIMM8B	DDP2	11818	26521
TIMM8B	FLJ21744	11818	26521
TIMM8B	MGC102866	11818	26521
TIMM8B	MGC117373	11818	26521
TIMM8B	TIMM8B	11818	26521
TIMM8BP1	TIMM8BP1	39211	100874425
TIMM8BP2	TIMM8BP2	39212	100874417
TIMM9	TIM9A	11819	26520
TIMM9	TIMM9	11819	26520
TIMM9P1	TIMM9P1	39928	100862726
TIMM9P2	TIMM9P2	39929	100862727
TIMM9P3	TIMM9P3	39930	100862725
TIMMDC1	FLJ22597	1321	51300
TIMMDC1	C3orf1	1321	51300
TIMMDC1	TIMMDC1	1321	51300
TIMMDC1-DT	TIMMDC1-DT	55207	118568812
TIMP1	TIMP	11820	7076
TIMP1	CLGI	11820	7076
TIMP1	TIMP1	11820	7076
TIMP2	CSC-21K	11821	7077
TIMP2	TIMP2	11821	7077
TIMP3	TIMP3	11822	7078
TIMP4	TIMP4	11823	7079
TINAG	TINAG	14599	27283
TINAG-AS1	TINAG-AS1	40691	107986605
TINAGL1	P3ECSL	19168	64129
TINAGL1	LIECG3	19168	64129
TINAGL1	TINAGRP	19168	64129
TINAGL1	LCN7	19168	64129
TINAGL1	TINAGL1	19168	64129
TINCR	FLJ90734	14607	257000
TINCR	NCRNA00036	14607	257000
TINCR	LINC00036	14607	257000
TINCR	onco-lncRNA-16	14607	257000
TINCR	PLAC2	14607	257000
TINCR	TINCR	14607	257000
TINF2	TIN2	11824	26277
TINF2	TINF2	11824	26277
TIPARP	DKFZP434J214	23696	25976
TIPARP	DKFZp686N0351	23696	25976
TIPARP	DDF1	23696	25976
TIPARP	PARP7	23696	25976
TIPARP	PARP-7	23696	25976
TIPARP	PARP-1	23696	25976
TIPARP	pART14	23696	25976
TIPARP	RM1	23696	25976
TIPARP	ARTD14	23696	25976
TIPARP	TIPARP	23696	25976
TIPARP-AS1	TIPARP-AS1	41028	100287227
TIPIN	FLJ20516	30750	54962
TIPIN	TIPIN	30750	54962
TIPINP1	TIPINP1	54963	100125392
TIPRL	MGC3794	30231	261726
TIPRL	dJ69E11.3	30231	261726
TIPRL	TIP41	30231	261726
TIPRL	TIPRL1	30231	261726
TIPRL	TIPRL	30231	261726
TIRAP	Mal	17192	114609
TIRAP	wyatt	17192	114609
TIRAP	TIRAP	17192	114609
TJAP1	PILT	17949	93643
TJAP1	TJP4	17949	93643
TJAP1	TJAP1	17949	93643
TJAP1P1	TJAP1P1	55129	392539
TJP1	ZO-1	11827	7082
TJP1	MGC133289	11827	7082
TJP1	DKFZp686M05161	11827	7082
TJP1	TJP1	11827	7082
TJP1P1	TJP1P	14167	64730
TJP1P1	TJP1P1	14167	64730
TJP2	ZO-2	11828	9414
TJP2	X104	11828	9414
TJP2	ZO2	11828	9414
TJP2	DFNA51	11828	9414
TJP2	TJP2	11828	9414
TJP3	ZO-3	11829	27134
TJP3	TJP3	11829	27134
TK1	TK1	11830	7083
TK2	TK2	11831	7084
TKFC	DKFZP586B1621	24552	26007
TKFC	NET45	24552	26007
TKFC	DAK	24552	26007
TKFC	TKFC	24552	26007
TKT	TKT	11834	7086
TKTL1	TKR	11835	8277
TKTL1	TKT2	11835	8277
TKTL1	TKTL1	11835	8277
TKTL2	FLJ32975	25313	84076
TKTL2	DKFZP434L1717	25313	84076
TKTL2	TKTL2	25313	84076
TLCD1	TLCD1	25177	116238
TLCD2	TLCD2	33522	727910
TLCD3A	FLJ22282	29646	79850
TLCD3A	CT120	29646	79850
TLCD3A	FAM57A	29646	79850
TLCD3A	TLCD3A	29646	79850
TLCD3B	DKFZP434I2117	25295	83723
TLCD3B	FAM57B	25295	83723
TLCD3B	TLCD3B	25295	83723
TLCD4	FLJ31842	26477	148534
TLCD4	TMEM56	26477	148534
TLCD4	TLCD4	26477	148534
TLCD4-RWDD3	TMEM56-RWDD3	49388	100527978
TLCD4-RWDD3	TLCD4-RWDD3	49388	100527978
TLCD5	MGC17839	28280	219902
TLCD5	TMEM136	28280	219902
TLCD5	TLCD5	28280	219902
TLDC2	dJ132F21.2	16112	140711
TLDC2	C20orf118	16112	140711
TLDC2	TLDC2	16112	140711
TLE1	ESG1	11837	7088
TLE1	GRG1	11837	7088
TLE1	TLE1	11837	7088
TLE1P1	TLE1P1	39438	645381
TLE2	ESG2	11838	7089
TLE2	GRG2	11838	7089
TLE2	FLJ41188	11838	7089
TLE2	TLE2	11838	7089
TLE3	ESG3	11839	7090
TLE3	KIAA1547	11839	7090
TLE3	HsT18976	11839	7090
TLE3	GRG3	11839	7090
TLE3	TLE3	11839	7090
TLE4	E(spl)	11840	7091
TLE4	GRG4	11840	7091
TLE4	TLE4	11840	7091
TLE5	GRG5	307	166
TLE5	AES	307	166
TLE5	TLE5	307	166
TLE6	FLJ14009	30788	79816
TLE6	GRG6	30788	79816
TLE6	TLE6	30788	79816
TLE7	TLE7	53648	102723796
TLK1	KIAA0137	11841	9874
TLK1	PKU-BETA	11841	9874
TLK1	TLK1	11841	9874
TLK1P1	TLK1ps	28608	100129793
TLK1P1	TLK1P	28608	100129793
TLK1P1	TLK1P1	28608	100129793
TLK2	PKU-ALPHA	11842	11011
TLK2	MGC44450	11842	11011
TLK2	TLK2	11842	11011
TLK2P1	TLK2ps1	18048	646202
TLK2P1	TLK2P1	18048	646202
TLK2P2	TLK2ps2	22227	553121
TLK2P2	TLK2P2	22227	553121
TLL1	TLL1	11843	7092
TLL2	TLL2	11844	7093
TLN1	TLN1	11845	7094
TLN2	KIAA0320	15447	83660
TLN2	TLN2	15447	83660
TLNRD1	MGC99595	13519	59274
TLNRD1	MESDC1	13519	59274
TLNRD1	TLNRD1	13519	59274
TLR1	rsc786	11847	7096
TLR1	KIAA0012	11847	7096
TLR1	CD281	11847	7096
TLR1	TLR1	11847	7096
TLR10	CD290	15634	81793
TLR10	TLR10	15634	81793
TLR12P	TLR12P	31754	100131451
TLR2	TIL4	11848	7097
TLR2	CD282	11848	7097
TLR2	TLR2	11848	7097
TLR3	CD283	11849	7098
TLR3	TLR3	11849	7098
TLR4	hToll	11850	7099
TLR4	CD284	11850	7099
TLR4	TLR-4	11850	7099
TLR4	ARMD10	11850	7099
TLR4	TLR4	11850	7099
TLR5	TIL3	11851	7100
TLR5	MGC126430	11851	7100
TLR5	MGC126431	11851	7100
TLR5	SLEB1	11851	7100
TLR5	TLR5	11851	7100
TLR6	CD286	16711	10333
TLR6	TLR6	16711	10333
TLR7	TLR7	15631	51284
TLR8	CD288	15632	51311
TLR8	TLR8	15632	51311
TLR8-AS1	TLR8-AS1	40720	349408
TLR9	CD289	15633	54106
TLR9	TLR9	15633	54106
TLX1	TCL3	5056	3195
TLX1	HOX11	5056	3195
TLX1	TLX1	5056	3195
TLX1NB	TD1	37183	100038246
TLX1NB	TDI	37183	100038246
TLX1NB	APT-B7	37183	100038246
TLX1NB	TLX1NB	37183	100038246
TLX2	Enx	5057	3196
TLX2	NCX	5057	3196
TLX2	HOX11L1	5057	3196
TLX2	TLX2	5057	3196
TLX3	RNX	13532	30012
TLX3	HOX11L2	13532	30012
TLX3	TLX3	13532	30012
TM2D1	BBP	24142	83941
TM2D1	TM2D1	24142	83941
TM2D2	BLP1	24127	83877
TM2D2	TM2D2	24127	83877
TM2D3	BLP2	24128	80213
TM2D3	FLJ22604	24128	80213
TM2D3	TM2D3	24128	80213
TM4SF1	M3S1	11853	4071
TM4SF1	TM4SF1	11853	4071
TM4SF1-AS1	TM4SF1-AS1	40587	100874091
TM4SF18	L6D	25181	116441
TM4SF18	TM4SF18	25181	116441
TM4SF19	TM4SF19	25167	116211
TM4SF19-AS1	TM4SF19-AS1	41085	100874214
TM4SF19-DYNLT2B	TM4SF19-TCTEX1D2	49190	100534611
TM4SF19-DYNLT2B	TM4SF19-DYNLT2B	49190	100534611
TM4SF20	FLJ22800	26230	79853
TM4SF20	TCCE518	26230	79853
TM4SF20	TM4SF20	26230	79853
TM4SF4	il-TMP	11856	7104
TM4SF4	TM4SF4	11856	7104
TM4SF5	TM4SF5	11857	9032
TM6SF1	TM6SF1	11860	53346
TM6SF2	Lpr4	11861	53345
TM6SF2	TM6SF2	11861	53345
TM7SF2	ANG1	11863	7108
TM7SF2	DHCR14A	11863	7108
TM7SF2	NET47	11863	7108
TM7SF2	TM7SF2	11863	7108
TM7SF3	TM7SF3	23049	51768
TM9SF1	MP70	11864	10548
TM9SF1	HMP70	11864	10548
TM9SF1	TM9SF1	11864	10548
TM9SF2	P76	11865	9375
TM9SF2	TM9SF2	11865	9375
TM9SF3	SMBP	21529	56889
TM9SF3	TM9SF3	21529	56889
TM9SF4	KIAA0255	30797	9777
TM9SF4	dJ836N17.2	30797	9777
TM9SF4	TM9SF4	30797	9777
TMA16	FLJ11184	25638	55319
TMA16	C4orf43	25638	55319
TMA16	TMA16	25638	55319
TMA16P1	TMA16P1	43780	100101405
TMA16P2	TMA16P2	43781	100101407
TMA7	HSPC016	26932	51372
TMA7	CCDC72	26932	51372
TMA7	TMA7	26932	51372
TMBIM1	PP1201	23410	64114
TMBIM1	RECS1	23410	64114
TMBIM1	LFG3	23410	64114
TMBIM1	TMBIM1	23410	64114
TMBIM4	CGI-119	24257	51643
TMBIM4	S1R	24257	51643
TMBIM4	ZPRO	24257	51643
TMBIM4	LFG4	24257	51643
TMBIM4	GAAP	24257	51643
TMBIM4	TMBIM4	24257	51643
TMBIM6	BI-1	11723	7009
TMBIM6	BAXI1	11723	7009
TMBIM6	TEGT	11723	7009
TMBIM6	TMBIM6	11723	7009
TMBIM7P	TMBIM7P	49212	105375396
TMC1	DFNA36	16513	117531
TMC1	DFNB7	16513	117531
TMC1	DFNB11	16513	117531
TMC1	TMC1	16513	117531
TMC2	dJ686C3.3	16527	117532
TMC2	C20orf145	16527	117532
TMC2	TMC2	16527	117532
TMC3	TMC3	22995	342125
TMC3-AS1	TMC3-AS1	51424	101929655
TMC4	TMC4	22998	147798
TMC5	FLJ13593	22999	79838
TMC5	TMC5	22999	79838
TMC6	LAK-4P	18021	11322
TMC6	EVIN1	18021	11322
TMC6	EVER1	18021	11322
TMC6	TNRC6C-AS1	18021	11322
TMC6	TMC6	18021	11322
TMC7	FLJ21240	23000	79905
TMC7	TMC7	23000	79905
TMC8	EVIN2	20474	147138
TMC8	EVER2	20474	147138
TMC8	TMC8	20474	147138
TMCC1	KIAA0779	29116	23023
TMCC1	TMCC1	29116	23023
TMCC1-DT	TMCC1-AS1	49060	100507032
TMCC1-DT	TMCC1-DT	49060	100507032
TMCC1P1	TMCC1P	31901	100128132
TMCC1P1	TMCC1P1	31901	100128132
TMCC2	HUCEP11	24239	9911
TMCC2	FLJ38497	24239	9911
TMCC2	TMCC2	24239	9911
TMCC2-AS1	TMCC2-AS1	41042	101929459
TMCC3	KIAA1145	29199	57458
TMCC3	TMCC3	29199	57458
TMCO1	HP10122	18188	54499
TMCO1	TMCC4	18188	54499
TMCO1	TMCO1	18188	54499
TMCO1-AS1	TMCO1-AS1	54046	100147773
TMCO2	dJ39G22.2	23312	127391
TMCO2	TMCO2	23312	127391
TMCO3	FLJ20623	20329	55002
TMCO3	C13orf11	20329	55002
TMCO3	TMCO3	20329	55002
TMCO4	DKFZp686C23231	27393	255104
TMCO4	TMCO4	27393	255104
TMCO5A	MGC35118	28558	145942
TMCO5A	TMCO5	28558	145942
TMCO5A	TMCO5A	28558	145942
TMCO5B	TMCO5B	34243	100652857
TMCO6	FLJ39769	28814	55374
TMCO6	PRO1580	28814	55374
TMCO6	TMCO6	28814	55374
TMDD1	hCG1648055	53646	112163659
TMDD1	C12orf81	53646	112163659
TMDD1	TMDD1	53646	112163659
TMED1	MGC1270	17291	11018
TMED1	IL1RL1LG	17291	11018
TMED1	Il1rl1l	17291	11018
TMED1	p24gamma1	17291	11018
TMED1	p24g1	17291	11018
TMED1	TMED1	17291	11018
TMED10	TMP21	16998	10972
TMED10	P24(DELTA)	16998	10972
TMED10	p24d1	16998	10972
TMED10	p24delta1	16998	10972
TMED10	TMED10	16998	10972
TMED10P1	Tmp21-II	30754	286102
TMED10P1	TMED10P	30754	286102
TMED10P1	TMED10P1	30754	286102
TMED10P2	TMED10P2	38105	100129727
TMED11P	p24alpha1	35401	100379220
TMED11P	p24a1	35401	100379220
TMED11P	TMED11P	35401	100379220
TMED2	RNP24	16996	10959
TMED2	P24A	16996	10959
TMED2	p24beta1	16996	10959
TMED2	p24b1	16996	10959
TMED2	TMED2	16996	10959
TMED2-DT	TMED2-DT	53346	101927415
TMED3	p24B	28889	23423
TMED3	p24gamma4	28889	23423
TMED3	p24g4	28889	23423
TMED3	C15orf22	28889	23423
TMED3	TMED3	28889	23423
TMED4	HNLF	22301	222068
TMED4	p24alpha3	22301	222068
TMED4	p24a3	22301	222068
TMED4	TMED4	22301	222068
TMED5	CGI-100	24251	50999
TMED5	p24g2	24251	50999
TMED5	p24gamma2	24251	50999
TMED5	TMED5	24251	50999
TMED6	MGC23911	28331	146456
TMED6	p24gamma5	28331	146456
TMED6	p24g5	28331	146456
TMED6	TMED6	28331	146456
TMED7	CGI-109	24253	51014
TMED7	FLJ90481	24253	51014
TMED7	p24gamma3	24253	51014
TMED7	p24g3	24253	51014
TMED7	TMED7	24253	51014
TMED7-TICAM2	TMED7-TICAM2	33945	100302736
TMED8	FAM15B	18633	283578
TMED8	TMED8	18633	283578
TMED9	HSGP25L2G	24878	54732
TMED9	p24alpha2	24878	54732
TMED9	p24a2	24878	54732
TMED9	TMED9	24878	54732
TMEFF1	H7365	11866	8577
TMEFF1	CT120.1	11866	8577
TMEFF1	C9orf2	11866	8577
TMEFF1	TMEFF1	11866	8577
TMEFF2	TENB2	11867	23671
TMEFF2	HPP1	11867	23671
TMEFF2	TPEF	11867	23671
TMEFF2	CT120.2	11867	23671
TMEFF2	TMEFF2	11867	23671
TMEM100	FLJ10970	25607	55273
TMEM100	FLJ37856	25607	55273
TMEM100	TMEM100	25607	55273
TMEM101	MGC4251	28653	84336
TMEM101	FLJ23987	28653	84336
TMEM101	TMEM101	28653	84336
TMEM102	FLJ36878	26722	284114
TMEM102	CBAP	26722	284114
TMEM102	TMEM102	26722	284114
TMEM104	FLJ20255	25984	54868
TMEM104	FLJ00021	25984	54868
TMEM104	TMEM104	25984	54868
TMEM105	FLJ38792	26794	284186
TMEM105	TMEM105	26794	284186
TMEM106A	MGC20235	28288	113277
TMEM106A	TMEM106A	28288	113277
TMEM106B	MGC33727	22407	54664
TMEM106B	FLJ11273	22407	54664
TMEM106B	TMEM106B	22407	54664
TMEM106C	MGC5576	28775	79022
TMEM106C	TMEM106C	28775	79022
TMEM107	MGC10744	28128	84314
TMEM107	JBTS29	28128	84314
TMEM107	MKS13	28128	84314
TMEM107	TMEM107	28128	84314
TMEM108	MGC3040	28451	66000
TMEM108	CT124	28451	66000
TMEM108	TMEM108	28451	66000
TMEM108-AS1	TMEM108-AS1	50307	101927455
TMEM109	MGC5508	28771	79073
TMEM109	TMEM109	28771	79073
TMEM11	PM1	16823	8834
TMEM11	C17orf35	16823	8834
TMEM11	TMEM11	16823	8834
TMEM114	TMEM114	33227	283953
TMEM115	PL6	30055	11070
TMEM115	TMEM115	30055	11070
TMEM116	FLJ90167	25084	89894
TMEM116	TMEM116	25084	89894
TMEM117	DKFZp434K2435	25308	84216
TMEM117	TMEM117	25308	84216
TMEM119	OBIF	27884	338773
TMEM119	TMEM119	27884	338773
TMEM120A	TMPIT	21697	83862
TMEM120A	NET29	21697	83862
TMEM120A	TMEM120A	21697	83862
TMEM120B	TMEM120B	32008	144404
TMEM121	MGC4659	20511	80757
TMEM121	hole	20511	80757
TMEM121	TMEM121A	20511	80757
TMEM121	TMEM121	20511	80757
TMEM121B	CECR6	1844	27439
TMEM121B	TMEM121B	1844	27439
TMEM123	PORIMIN	30138	114908
TMEM123	KCT3	30138	114908
TMEM123	TMEM123	30138	114908
TMEM125	MGC17299	28275	128218
TMEM125	TMEM125	28275	128218
TMEM126A	DKFZp586C1924	25382	84233
TMEM126A	OPA7	25382	84233
TMEM126A	TMEM126A	25382	84233
TMEM126B	HT007	30883	55863
TMEM126B	TMEM126B	30883	55863
TMEM127	FLJ20507	26038	55654
TMEM127	FLJ22257	26038	55654
TMEM127	TMEM127	26038	55654
TMEM128	MGC13159	28201	85013
TMEM128	TMEM128	28201	85013
TMEM129	D4S2561E	25137	92305
TMEM129	TMEM129	25137	92305
TMEM130	DKFZp761L1417	25429	222865
TMEM130	FLJ42643	25429	222865
TMEM130	TMEM130	25429	222865
TMEM131	CC28	30366	23505
TMEM131	YR-23	30366	23505
TMEM131	RW1	30366	23505
TMEM131	KIAA0257	30366	23505
TMEM131	PRO1048	30366	23505
TMEM131	TMEM131	30366	23505
TMEM131L	DKFZp586H1322	29146	23240
TMEM131L	KIAA0922	29146	23240
TMEM131L	TMEM131L	29146	23240
TMEM132A	FLJ20539	31092	54972
TMEM132A	HSPA5BP1	31092	54972
TMEM132A	TMEM132A	31092	54972
TMEM132B	KIAA1906	29397	114795
TMEM132B	KIAA1786	29397	114795
TMEM132B	TMEM132B	29397	114795
TMEM132C	DKFZp761O2018	25436	92293
TMEM132C	PPP1R152	25436	92293
TMEM132C	TMEM132C	25436	92293
TMEM132D	KIAA1944	29411	121256
TMEM132D	MOLT	29411	121256
TMEM132D	PPP1R153	29411	121256
TMEM132D	TMEM132D	29411	121256
TMEM132D-AS1	LOC283352	27466	283352
TMEM132D-AS1	RP11-669N7.2	27466	283352
TMEM132D-AS1	TMEM132D-AS1	27466	283352
TMEM132D-AS2	TMEM132D-AS2	53324	101927735
TMEM132E	DFNB99	26991	124842
TMEM132E	TMEM132E	26991	124842
TMEM132E-DT	FLJ44815	34412	400591
TMEM132E-DT	C17orf102	34412	400591
TMEM132E-DT	TMEM132E-DT	34412	400591
TMEM134	FLJ21749	26142	80194
TMEM134	TMEM134	26142	80194
TMEM135	FLJ22104	26167	65084
TMEM135	TMEM135	26167	65084
TMEM138	HSPC196	26944	51524
TMEM138	JBTS16	26944	51524
TMEM138	TMEM138	26944	51524
TMEM139	FLJ90586	22058	135932
TMEM139	TMEM139	22058	135932
TMEM139-AS1	TMEM139-AS1	40988	105375545
TMEM140	FLJ11000	21870	55281
TMEM140	TMEM140	21870	55281
TMEM141	MGC14141	28211	85014
TMEM141	TMEM141	28211	85014
TMEM143	FLJ10922	25603	55260
TMEM143	TMEM143	25603	55260
TMEM144	FLJ11155	25633	55314
TMEM144	TMEM144	25633	55314
TMEM145	FLJ90805	26912	284339
TMEM145	TMEM145	26912	284339
TMEM147	NIFIE14	30414	10430
TMEM147	MGC1936	30414	10430
TMEM147	TMEM147	30414	10430
TMEM147-AS1	TMEM147-AS1	51273	100506469
TMEM14A	PTD011	21076	28978
TMEM14A	C6orf73	21076	28978
TMEM14A	TMEM14A	21076	28978
TMEM14B	MGC1223	21384	81853
TMEM14B	TMEM14B	21384	81853
TMEM14B-DT	TMEM14B-DT	55230	118597831
TMEM14C	HSPC194	20952	51522
TMEM14C	bA421M1.6	20952	51522
TMEM14C	NET26	20952	51522
TMEM14C	C6orf53	20952	51522
TMEM14C	TMEM14C	20952	51522
TMEM14DP	bA524O24.3	15660	645203
TMEM14DP	TMEM14D	15660	645203
TMEM14DP	TMEM14DP	15660	645203
TMEM14EP	TMEM14E	34386	645843
TMEM14EP	TMEM14EP	34386	645843
TMEM150A	TM6P1	24677	129303
TMEM150A	FLJ90024	24677	129303
TMEM150A	TTN1	24677	129303
TMEM150A	TMEM150	24677	129303
TMEM150A	TMEM150A	24677	129303
TMEM150B	TTN2	34415	284417
TMEM150B	DRAM3	34415	284417
TMEM150B	TMEM224	34415	284417
TMEM150B	TMEM150B	34415	284417
TMEM150C	FLJ12993	37263	441027
TMEM150C	TTN3	37263	441027
TMEM150C	TMEM150C	37263	441027
TMEM151A	MGC33486	28497	256472
TMEM151A	TMEM151	28497	256472
TMEM151A	TMEM151A	28497	256472
TMEM151B	bA444E17.5	21315	441151
TMEM151B	C6orf137	21315	441151
TMEM151B	TMEM193	21315	441151
TMEM151B	TMEM151B	21315	441151
TMEM154	FLJ32028	26489	201799
TMEM154	TMEM154	26489	201799
TMEM156	FLJ23235	26260	80008
TMEM156	TMEM156	26260	80008
TMEM158	p40BBp	30293	25907
TMEM158	TMEM158	30293	25907
TMEM159	promethin	30136	57146
TMEM159	TMEM159	30136	57146
TMEM160	FLJ20512	26042	54958
TMEM160	TMEM160	26042	54958
TMEM161A	FLJ39645	26020	54929
TMEM161A	FLJ20422	26020	54929
TMEM161A	TMEM161A	26020	54929
TMEM161B	MGC33214	28483	153396
TMEM161B	TMEM161B	28483	153396
TMEM161B-AS1	linc-POLR3G-8	43839	100505894
TMEM161B-AS1	TMEM161B-AS1	43839	100505894
TMEM161BP1	TMEM161BP1	44973	646360
TMEM163	DKFZP566N034	25380	81615
TMEM163	SV31	25380	81615
TMEM163	TMEM163	25380	81615
TMEM164	FLJ22679	26217	84187
TMEM164	RP13-360B22.2	26217	84187
TMEM164	TMEM164	26217	84187
TMEM165	TMPT27	30760	55858
TMEM165	TPARL	30760	55858
TMEM165	GDT1	30760	55858
TMEM165	SLC64A1	30760	55858
TMEM165	TMEM165	30760	55858
TMEM167A	FLJ30508	28330	153339
TMEM167A	MGC23909	28330	153339
TMEM167A	TMEM167	28330	153339
TMEM167A	TMEM167A	28330	153339
TMEM167AP1	TMEM167AP1	23956	360028
TMEM167B	AD-020	30187	56900
TMEM167B	FLJ90710	30187	56900
TMEM167B	C1orf119	30187	56900
TMEM167B	TMEM167B	30187	56900
TMEM167B-DT	TMEM167B-DT	55076	105378892
TMEM168	DKFZp564C012	25826	64418
TMEM168	FLJ13576	25826	64418
TMEM168	TMEM168	25826	64418
TMEM169	FLJ34263	25130	92691
TMEM169	TMEM169	25130	92691
TMEM17	FLJ34583	26623	200728
TMEM17	TMEM17	26623	200728
TMEM170A	FLJ37611	29577	124491
TMEM170A	TMEM170	29577	124491
TMEM170A	TMEM170A	29577	124491
TMEM170B	TMEM170B	34244	100113407
