SYMBOL	ALIAS	HGNC	ENTREZ
C1orf122	FLJ45459	24789	127687
C1orf122	C1orf122	24789	127687
C1orf127	FLJ37118	26730	148345
C1orf127	C1orf127	26730	148345
C1orf131	DKFZp547B1713	25332	128061
C1orf131	C1orf131	25332	128061
C1orf141	C1orf141	32044	400757
C1orf146	SPO16	24032	388649
C1orf146	C1orf146	24032	388649
C1orf147	FLJ32597	32061	574431
C1orf147	C1orf147	32061	574431
C1orf158	MGC35194	28567	93190
C1orf158	C1orf158	28567	93190
C1orf159	FLJ20584	26062	54991
C1orf159	C1orf159	26062	54991
C1orf162	MGC24133	28344	128346
C1orf162	C1orf162	28344	128346
C1orf167	DKFZp434E1410	25262	284498
C1orf167	RP11-56N19.2	25262	284498
C1orf167	C1orf167	25262	284498
C1orf167-AS1	C1orf167-AS1	41091	102724659
C1orf174	RP13-531C17.2	27915	339448
C1orf174	C1orf174	27915	339448
C1orf185	FLJ27485	28096	284546
C1orf185	C1orf185	28096	284546
C1orf189	C1orf189	32305	388701
C1orf194	C1orf194	32331	127003
C1orf198	FLJ14525	25900	84886
C1orf198	MGC10710	25900	84886
C1orf198	FLJ16283	25900	84886
C1orf198	DKFZp667D152	25900	84886
C1orf198	FLJ38847	25900	84886
C1orf198	C1orf198	25900	84886
C1orf21	PIG13	15494	81563
C1orf21	C1orf21	15494	81563
C1orf21-DT	C1orf21-DT	55249	118827814
C1orf210	MGC52423	28755	149466
C1orf210	TEMP	28755	149466
C1orf210	C1orf210	28755	149466
C1orf216	FLJ38984	26800	127703
C1orf216	C1orf216	26800	127703
C1orf220	FLJ35530	33805	400798
C1orf220	C1orf220	33805	400798
C1orf226	FLJ13137	34351	400793
C1orf226	C1orf226	34351	400793
C1orf232	C1orf232	53426	110806296
C1orf35	MGC4174	19032	79169
C1orf35	MMTAG2	19032	79169
C1orf35	C1orf35	19032	79169
C1orf43	NICE-3	29876	25912
C1orf43	DKFZp586G1722	29876	25912
C1orf43	C1orf43	29876	25912
C1orf50	MGC955	28795	79078
C1orf50	C1orf50	28795	79078
C1orf52	gm117	24871	148423
C1orf52	FLJ44982	24871	148423
C1orf52	C1orf52	24871	148423
C1orf53	C1orf53	30003	388722
C1orf54	FLJ23221	26258	79630
C1orf54	C1orf54	26258	79630
C1orf56	FLJ20519	26045	54964
C1orf56	MENT	26045	54964
C1orf56	C1orf56	26045	54964
C1orf68	LEP7	29468	100129271
C1orf68	XP32	29468	100129271
C1orf68	C1orf68	29468	100129271
C1orf74	FLJ25078	26319	148304
C1orf74	URLC4	26319	148304
C1orf74	C1orf74	26319	148304
C1orf87	MGC34837	28547	127795
C1orf87	CREF	28547	127795
C1orf87	C1orf87	28547	127795
C1orf94	MGC15882	28250	84970
C1orf94	C1orf94	28250	84970
C2	C2	1248	717
C2-AS1	C2-AS1	49464	102060414
C20orf141	dJ860F19.4	16134	128653
C20orf141	C20orf141	16134	128653
C20orf144	dJ63M2.6	16137	128864
C20orf144	bclt	16137	128864
C20orf144	C20orf144	16137	128864
C20orf173	dJ477O4.4	16166	140873
C20orf173	C20orf173	16166	140873
C20orf181	dJ824A14.1	16174	100128998
C20orf181	C20orf181	16174	100128998
C20orf202	C20orf202	37254	400831
C20orf203	FLJ33706	26592	284805
C20orf203	C20orf203	26592	284805
C20orf204	DKFZp434G015	27655	284739
C20orf204	FLJ27267	27655	284739
C20orf204	PRR17	27655	284739
C20orf204	NCRNA00176	27655	284739
C20orf204	LINC00176	27655	284739
C20orf204	C20orf204	27655	284739
C20orf27	FLJ20550	15873	54976
C20orf27	C20orf27	15873	54976
C20orf85	bA196N14.1	16216	128602
C20orf85	LLC1	16216	128602
C20orf85	C20orf85	16216	128602
C20orf96	dJ1103G7.2	16227	140680
C20orf96	C20orf96	16227	140680
C21orf58	C21orf58	1300	54058
C21orf62	PRED81	1305	56245
C21orf62	C21orf120	1305	56245
C21orf62	C21orf62	1305	56245
C21orf62-AS1	C21orf49	1290	54067
C21orf62-AS1	C21orf62-AS1	1290	54067
C21orf91	YG81	16459	54149
C21orf91	EURL	16459	54149
C21orf91	CSSG1	16459	54149
C21orf91	C21orf38	16459	54149
C21orf91	C21orf14	16459	54149
C21orf91	C21orf91	16459	54149
C21orf91-OT1	D21S2089E	16729	246312
C21orf91-OT1	NCRNA00285	16729	246312
C21orf91-OT1	C21orf91-OT1	16729	246312
C22orf15	FLJ36561	15558	150248
C22orf15	N27C7-3	15558	150248
C22orf15	C22orf15	15558	150248
C22orf23	FLJ32787	18589	84645
C22orf23	EVG1	18589	84645
C22orf23	LOC84645	18589	84645
C22orf23	C22orf23	18589	84645
C22orf31	HS747E2A	26931	25770
C22orf31	bK747E2.1	26931	25770
C22orf31	C22orf31	26931	25770
C22orf39	MGC74441	27012	128977
C22orf39	C22orf39	27012	128977
C22orf42	C22orf42	27160	150297
C22orf46	FLJ23584	26294	79640
C22orf46	CTA-216E10.6	26294	79640
C22orf46	C22orf46	26294	79640
C2CD2	TMEM24L	1266	25966
C2CD2	DKFZP586F0422	1266	25966
C2CD2	C21orf258	1266	25966
C2CD2	C21orf25	1266	25966
C2CD2	C2CD2	1266	25966
C2CD2L	KIAA0285	29000	9854
C2CD2L	TMEM24	29000	9854
C2CD2L	C2CD2L	29000	9854
C2CD3	DKFZP586P0123	24564	26005
C2CD3	C2CD3	24564	26005
C2CD4A	NLF1	33627	145741
C2CD4A	FAM148A	33627	145741
C2CD4A	C2CD4A	33627	145741
C2CD4B	NLF2	33628	388125
C2CD4B	FAM148B	33628	388125
C2CD4B	C2CD4B	33628	388125
C2CD4C	NLF3	29417	126567
C2CD4C	KIAA1957	29417	126567
C2CD4C	FAM148C	29417	126567
C2CD4C	C2CD4C	29417	126567
C2CD4D	FAM148D	37210	100191040
C2CD4D	C2CD4D	37210	100191040
C2CD4D-AS1	C2CD4D-AS1	54045	100132111
C2CD5	CDP138	29062	9847
C2CD5	KIAA0528	29062	9847
C2CD5	C2CD5	29062	9847
C2CD6	FLJ25351	14438	151254
C2CD6	ALS2CR11	14438	151254
C2CD6	C2CD6	14438	151254
C2orf15	MGC29762	28436	150590
C2orf15	C2orf15	28436	150590
C2orf16	DKFZp434G118	25275	84226
C2orf16	C2orf16	25275	84226
C2orf27A	C2orf27	25077	29798
C2orf27A	C2orf27A	25077	29798
C2orf42	FLJ20558	26056	54980
C2orf42	C2orf42	26056	54980
C2orf49	MGC5509	28772	79074
C2orf49	asw	28772	79074
C2orf49	C2orf49	28772	79074
C2orf49-DT	C2orf49-DT	55178	100506473
C2orf50	FLJ25143	26324	130813
C2orf50	C2orf50	26324	130813
C2orf66	UNQ6411	33809	401027
C2orf66	C2orf66	33809	401027
C2orf68	C2orf68	34353	388969
C2orf69	FLJ38973	26799	205327
C2orf69	C2orf69	26799	205327
C2orf69P1	C2orf69P1	51800	727964
C2orf69P2	C2orf69P2	51801	642614
C2orf69P3	C2orf69P3	51802	100131279
C2orf69P4	C2orf69P4	51803	100420859
C2orf69P5	C2orf69P5	51804	107403078
C2orf72	LOC257407	27418	257407
C2orf72	C2orf72	27418	257407
C2orf73	FLJ40298	26861	129852
C2orf73	C2orf73	26861	129852
C2orf74	LOC339804	34439	339804
C2orf74	C2orf74	34439	339804
C2orf76	MGC104437	27017	130355
C2orf76	LOC130355	27017	130355
C2orf76	AIM29	27017	130355
C2orf76	C2orf76	27017	130355
C2orf78	FLJ43987	34349	388960
C2orf78	hCG1989538	34349	388960
C2orf78	COG5373	34349	388960
C2orf78	C2orf78	34349	388960
C2orf80	LOC389073	34352	389073
C2orf80	GONDA1	34352	389073
C2orf80	C2orf80	34352	389073
C2orf81	LOC388963	34350	388963
C2orf81	hCG40743	34350	388963
C2orf81	C2orf81	34350	388963
C2orf83	DKFZp547H025	25344	56918
C2orf83	C2orf83	25344	56918
C2orf88	MGC13057	28191	84281
C2orf88	smAKAP	28191	84281
C2orf88	C2orf88	28191	84281
C2orf92	LINC01125	49272	728537
C2orf92	C2orf92	49272	728537
C3	CPAMD1	1318	718
C3	ARMD9	1318	718
C3	C3a	1318	718
C3	C3b	1318	718
C3	C3	1318	718
C3AR1	C3AR	1319	719
C3AR1	AZ3B	1319	719
C3AR1	C3AR1	1319	719
C3CER1	C3CER1	1320	23739
C3P1	CPLP	34414	388503
C3P1	C3P1	34414	388503
C3orf14	HT021	25024	57415
C3orf14	C3orf14	25024	57415
C3orf18	G20	24837	51161
C3orf18	C3orf18	24837	51161
C3orf20	DKFZP434N1817	25320	84077
C3orf20	C3orf20	25320	84077
C3orf22	MGC34728	28534	152065
C3orf22	C3orf22	28534	152065
C3orf33	FLJ31139	26434	285315
C3orf33	AC3-33	26434	285315
C3orf33	C3orf33	26434	285315
C3orf35	APRG1	24082	339883
C3orf35	C3orf35	24082	339883
C3orf36	FLJ22173	26170	80111
C3orf36	C3orf36	26170	80111
C3orf38	MGC26717	28384	285237
C3orf38	C3orf38	28384	285237
C3orf49	C3orf49	25190	132200
C3orf49P1	C3orf49P1	55036	117981798
C3orf52	FLJ23186	26255	79669
C3orf52	TTMP	26255	79669
C3orf52	C3orf52	26255	79669
C3orf56	FLJ40141	32481	285311
C3orf56	C3orf56	32481	285311
C3orf62	FLJ43654	24771	375341
C3orf62	MAPS	24771	375341
C3orf62	C3orf62	24771	375341
C3orf70	C3orf70	33731	285382
C3orf80	C3orf80	40048	401097
C3orf84	C3orf84	44666	646498
C3orf85	FLJ22763	53432	401081
C3orf85	C3orf85	53432	401081
C3orf86	LINC00694	44570	102724231
C3orf86	C3orf86	44570	102724231
C4A	CPAMD2	1323	720
C4A	C4S	1323	720
C4A	C4	1323	720
C4A	C4A3	1323	720
C4A	C4A2	1323	720
C4A	C4A4	1323	720
C4A	C4A6	1323	720
C4A	RG	1323	720
C4A	C4A	1323	720
C4A-AS1	C4A-AS1	39753	106478955
C4B	CPAMD3	1324	721
C4B	C4F	1324	721
C4B	C4B1	1324	721
C4B	C4B3	1324	721
C4B	CH	1324	721
C4B	C4B	1324	721
C4B-AS1	C4B-AS1	39752	106480730
C4BPA	C4BPA	1325	722
C4BPAP1	C4BPAL1	1326	727859
C4BPAP1	C4BPAP1	1326	727859
C4BPAP2	C4BPAL2	1327	724
C4BPAP2	C4BPAP2	1327	724
C4BPAP3	C4BPAP3	51640	100421610
C4BPB	C4BPB	1328	725
C4B_2	C4B_2	42398	100293534
C4orf17	DKFZP434G072	25274	84103
C4orf17	C4orf17	25274	84103
C4orf19	FLJ11017	25618	55286
C4orf19	C4orf19	25618	55286
C4orf3	HCVFTP1	19225	401152
C4orf3	ALN	19225	401152
C4orf3	C4orf3	19225	401152
C4orf33	FLJ33703	27025	132321
C4orf33	C4orf33	27025	132321
C4orf36	MGC26744	28386	132989
C4orf36	C4orf36	28386	132989
C4orf45	FLJ25371	26342	152940
C4orf45	C4orf45	26342	152940
C4orf46	LOC201725	27320	201725
C4orf46	RCDG1	27320	201725
C4orf46	C4orf46	27320	201725
C4orf47	LOC441054	34346	441054
C4orf47	C4orf47	34346	441054
C4orf48	C4orf48	34437	401115
C4orf50	FLJ46481	33766	389197
C4orf50	C4orf50	33766	389197
C4orf51	C4orf51	37264	646603
C4orf54	FOPV	27741	285556
C4orf54	LOC285556	27741	285556
C4orf54	C4orf54	27741	285556
C5	CPAMD4	1331	727
C5	C5a	1331	727
C5	C5b	1331	727
C5	C5	1331	727
C5-OT1	C5T1lncRNA	53618	110599590
C5-OT1	C5-OT1	53618	110599590
C5AR1	C5A	1338	728
C5AR1	C5AR	1338	728
C5AR1	CD88	1338	728
C5AR1	C5R1	1338	728
C5AR1	C5AR1	1338	728
C5AR2	C5L2	4527	27202
C5AR2	GPR77	4527	27202
C5AR2	C5AR2	4527	27202
C5orf15	KCT2	20656	56951
C5orf15	HTGN29	20656	56951
C5orf15	C5orf15	20656	56951
C5orf22	FLJ11193	25639	55322
C5orf22	C5orf22	25639	55322
C5orf24	FLJ37562	26746	134553
C5orf24	C5orf24	26746	134553
C5orf34	FLJ32363	24738	375444
C5orf34	C5orf34	24738	375444
C5orf34-AS1	C5orf34-AS1	41061	105374749
C5orf38	CEI	24226	153571
C5orf38	IRX2NB	24226	153571
C5orf38	C5orf38	24226	153571
C5orf46	MGC23985	33768	389336
C5orf46	SSSP1	33768	389336
C5orf46	C5orf46	33768	389336
C5orf47	LOC133491	27026	133491
C5orf47	C5orf47	27026	133491
C5orf49	LOC134121	27028	134121
C5orf49	C5orf49	27028	134121
C5orf51	LOC285636	27750	285636
C5orf51	C5orf51	27750	285636
C5orf52	C5orf52	35121	100190949
C5orf58	C5orf58	37272	133874
C5orf60	C5orf60	27753	285679
C5orf63	YDR286C	40051	401207
C5orf63	FLJ44606	40051	401207
C5orf63	C5orf63	40051	401207
C5orf64	FLJ37543	26744	285668
C5orf64	C5orf64	26744	285668
C5orf64-AS1	C5orf64-AS1	52969	100506526
C5orf67	C5orf67	51252	101928448
C6	C6	1339	729
C6orf118	MGC23884	21233	168090
C6orf118	bA85G2.1	21233	168090
C6orf118	C6orf118	21233	168090
C6orf120	bA160E12.4	21247	387263
C6orf120	C6orf120	21247	387263
C6orf132	bA7K24.2	21288	647024
C6orf132	C6orf132	21288	647024
C6orf136	Em:AB023049.8	21301	221545
C6orf136	C6orf136	21301	221545
C6orf141	MGC46457	21351	135398
C6orf141	C6orf141	21351	135398
C6orf15	STG	13927	29113
C6orf15	C6orf15	13927	29113
C6orf163	C6orf163	21403	206412
C6orf201	dJ1013A10.5	21620	404220
C6orf201	C6orf201	21620	404220
C6orf223	MGC45491	28692	221416
C6orf223	C6orf223	28692	221416
C6orf226	LOC441150	34431	441150
C6orf226	C6orf226	34431	441150
C6orf47	D6S53E	19076	57827
C6orf47	G4	19076	57827
C6orf47	C6orf47	19076	57827
C6orf47-AS1	C6orf47-AS1	39767	106480731
C6orf52	C6orf52	20881	347744
C6orf58	LEG1	20960	352999
C6orf58	C6orf58	20960	352999
C6orf62	FLJ12619	20998	81688
C6orf62	DKFZP564G182	20998	81688
C6orf62	XTP12	20998	81688
C6orf62	C6orf62	20998	81688
C6orf89	FLJ25357	21114	221477
C6orf89	C6orf89	21114	221477
C7	C7	1346	730
C7orf25	MGC2821	21703	79020
C7orf25	C7orf25	21703	79020
C7orf26	MGC2718	21702	79034
C7orf26	C7orf26	21702	79034
C7orf31	C7orf31	21722	136895
C7orf33	C7orf33	21724	202865
C7orf50	MGC11257	22421	84310
C7orf50	YCR016W	22421	84310
C7orf50	C7orf50	22421	84310
C7orf57	C7orf57	22247	136288
C7orf61	IMAGE:4839025	22135	402573
C7orf61	C7orf61	22135	402573
C7orf77	C7orf77	51256	154872
C8A	C8A	1352	731
C8B	C8B	1353	732
C8G	C8G	1354	733
C8orf17	MOST-1	17737	100507249
C8orf17	C8orf17	17737	100507249
C8orf33	FLJ20989	26104	65265
C8orf33	C8orf33	26104	65265
C8orf34	vest-1	30905	116328
C8orf34	VEST1	30905	116328
C8orf34	C8orf34	30905	116328
C8orf34-AS1	C8orf34-AS1	27840	286189
C8orf37	FLJ30600	27232	157657
C8orf37	CORD16	27232	157657
C8orf37	RP64	27232	157657
C8orf37	BBS21	27232	157657
C8orf37	FAP418	27232	157657
C8orf37	MOT25	27232	157657
C8orf37	C8orf37	27232	157657
C8orf37-AS1	tospeak	50444	100616530
C8orf37-AS1	CFAP418-AS1	50444	100616530
C8orf37-AS1	C8orf37-AS1	50444	100616530
C8orf44	FLJ11267	25646	56260
C8orf44	C8orf44	25646	56260
C8orf44-SGK3	C8orf44-SGK3	48354	100533105
C8orf48	FLJ25402	26345	157773
C8orf48	C8orf48	26345	157773
C8orf58	FLJ34715	32233	541565
C8orf58	C8orf58	32233	541565
C8orf74	C8orf74	32296	203076
C8orf76	FLJ14825	25924	84933
C8orf76	C8orf76	25924	84933
C8orf82	MGC70857	33826	414919
C8orf82	C8orf82	33826	414919
C8orf86	FLJ43582	33774	389649
C8orf86	C8orf86	33774	389649
C8orf88	C8orf88	44672	100127983
C8orf89	C8orf89	51258	100130301
C9	C9	1358	735
C9orf116	MGC29761	28435	138162
C9orf116	RbEST47	28435	138162
C9orf116	PIERCE1	28435	138162
C9orf116	C9orf116	28435	138162
C9orf129	bA165J3.3	31116	445577
C9orf129	C9orf129	31116	445577
C9orf131	MGC41945	31418	138724
C9orf131	C9orf131	31418	138724
C9orf135	C9orf135	31422	138255
C9orf135-DT	C9orf135-AS1	48713	494558
C9orf135-DT	C9orf135-DT	48713	494558
C9orf152	bA470J20.2	31455	401546
C9orf152	C9orf152	31455	401546
C9orf153	bA507D14.1	31456	389766
C9orf153	C9orf153	31456	389766
C9orf163	FLJ36779	26718	158055
C9orf163	C9orf163	26718	158055
C9orf24	bA573M23.4	19919	84688
C9orf24	NYD-SP22	19919	84688
C9orf24	MGC32921	19919	84688
C9orf24	MGC33614	19919	84688
C9orf24	CBE1	19919	84688
C9orf24	SMRP1	19919	84688
C9orf24	C9orf24	19919	84688
C9orf40	FLJ10110	23433	55071
C9orf40	C9orf40	23433	55071
C9orf43	MGC17358	23570	257169
C9orf43	C9orf43	23570	257169
C9orf47	FLJ37523	23669	286223
C9orf47	bA791O21.3	23669	286223
C9orf47	C9orf108	23669	286223
C9orf47	C9orf47	23669	286223
C9orf50	FLJ35803	23677	375759
C9orf50	C9orf50	23677	375759
C9orf57	C9orf57	27037	138240
C9orf64	MGC10999	28144	84267
C9orf64	C9orf64	28144	84267
C9orf72	MGC23980	28337	203228
C9orf72	DENNL72	28337	203228
C9orf72	DENND9	28337	203228
C9orf72	C9orf72	28337	203228
C9orf78	HSPC220	24932	51759
C9orf78	HCA59	24932	51759
C9orf78	CSU2	24932	51759
C9orf78	C9orf78	24932	51759
C9orf85	MGC61599	28784	138241
C9orf85	C9orf85	28784	138241
C9orf92	Em:AL513424.1	19054	100129385
C9orf92	C9orf92	19054	100129385
CA1	Car1	1368	759
CA1	CA1	1368	759
CA10	CARPX	1369	56934
CA10	CA-RPX	1369	56934
CA10	HUCEP-15	1369	56934
CA10	CA10	1369	56934
CA11	CARPX1	1370	770
CA11	CA11	1370	770
CA12	HsT18816	1371	771
CA12	CA12	1371	771
CA13	CAXIII	14914	377677
CA13	FLJ37995	14914	377677
CA13	MGC59868	14914	377677
CA13	CA13	14914	377677
CA14	CA14	1372	23632
CA15P1	CA15P1	44364	100996435
CA15P2	CA15P2	14916	440795
CA15P3	CA15P3	44363	100996556
CA2	Car2	1373	760
CA2	CA-II	1373	760
CA2	CAII	1373	760
CA2	CA2	1373	760
CA3	Car3	1374	761
CA3	CAIII	1374	761
CA3	CA3	1374	761
CA3-AS1	CA3-AS1	51657	100996348
CA4	CAIV	1375	762
CA4	Car4	1375	762
CA4	RP17	1375	762
CA4	CA4	1375	762
CA5A	CAVA	1377	763
CA5A	CA5	1377	763
CA5A	CA5A	1377	763
CA5AP1	CA5P	1379	764
CA5AP1	CA5AP1	1379	764
CA5B	CA5B	1378	11238
CA5BP1	PRO2325	29544	340591
CA5BP1	CA5BL	29544	340591
CA5BP1	CA5BP	29544	340591
CA5BP1	CA5BP1	29544	340591
CA6	CA6	1380	765
CA7	CA7	1381	766
CA8	CALS	1382	767
CA8	CA8	1382	767
CA9	CAIX	1383	768
CA9	CA9	1383	768
CAAP1	FLJ13657	25834	79886
CAAP1	CAAP	25834	79886
CAAP1	C9orf82	25834	79886
CAAP1	CAAP1	25834	79886
CAB39	CGI-66	20292	51719
CAB39	MO25	20292	51719
CAB39	CAB39	20292	51719
CAB39L	bA103J18.3	20290	81617
CAB39L	FLJ12577	20290	81617
CAB39L	MO2L	20290	81617
CAB39L	CAB39L	20290	81617
CAB39P1	CAB39P1	51641	106481732
CABCOCO1	bA63A2.1	28678	219621
CABCOCO1	Em:AC022398.2	28678	219621
CABCOCO1	MGC44593	28678	219621
CABCOCO1	C10orf107	28678	219621
CABCOCO1	CABCOCO1	28678	219621
CABIN1	KIAA0330	24187	23523
CABIN1	PPP3IN	24187	23523
CABIN1	CABIN1	24187	23523
CABLES1	HsT2563	25097	91768
CABLES1	FLJ35924	25097	91768
CABLES1	CABLES1	25097	91768
CABLES2	dJ908M14.2	16143	81928
CABLES2	ik3-2	16143	81928
CABLES2	C20orf150	16143	81928
CABLES2	CABLES2	16143	81928
CABP1	CABP1	1384	9478
CABP2	DFNB93	1385	51475
CABP2	CABP2	1385	51475
CABP4	CSNB2B	1386	57010
CABP4	CABP4	1386	57010
CABP5	CaBP3	13714	56344
CABP5	CABP3	13714	56344
CABP5	CABP5	13714	56344
CABP7	MGC57793	20834	164633
CABP7	CABP7	20834	164633
CABS1	NYD-SP26	30710	85438
CABS1	FLJ32897	30710	85438
CABS1	CLPH	30710	85438
CABS1	C4orf35	30710	85438
CABS1	CABS1	30710	85438
CABYR	FSP-2	15569	26256
CABYR	CBP86	15569	26256
CABYR	CT88	15569	26256
CABYR	CABYR	15569	26256
CABYRP1	CABYRP	31902	266954
CABYRP1	CABYRP1	31902	266954
CACFD1	D9S2135	1365	11094
CACFD1	flower	1365	11094
CACFD1	C9orf7	1365	11094
CACFD1	CACFD1	1365	11094
CACHD1	KIAA1573	29314	57685
CACHD1	VWCD1	29314	57685
CACHD1	CACHD1	29314	57685
CACNA1A	Cav2.1	1388	773
CACNA1A	EA2	1388	773
CACNA1A	APCA	1388	773
CACNA1A	FHM	1388	773
CACNA1A	CACNL1A4	1388	773
CACNA1A	SCA6	1388	773
CACNA1A	MHP1	1388	773
CACNA1A	MHP	1388	773
CACNA1A	CACNA1A	1388	773
CACNA1B	Cav2.2	1389	774
CACNA1B	CACNN	1389	774
CACNA1B	CACNL1A5	1389	774
CACNA1B	CACNA1B	1389	774
CACNA1C	Cav1.2	1390	775
CACNA1C	CACH2	1390	775
CACNA1C	CACN2	1390	775
CACNA1C	LQT8	1390	775
CACNA1C	CCHL1A1	1390	775
CACNA1C	CACNL1A1	1390	775
CACNA1C	CACNA1C	1390	775
CACNA1C-AS1	CACNA1C-AS1	40119	100652846
CACNA1C-AS2	CACNA1C-AS2	40118	100874235
CACNA1C-AS3	CACNA1C-AS3	40117	106478964
CACNA1C-AS4	CACNA1C-AS4	40116	100874234
CACNA1C-IT1	CACNA1C-IT1	41312	107984540
CACNA1C-IT2	CACNA1C-IT2	41313	100874369
CACNA1C-IT3	CACNA1C-IT3	41314	100874370
CACNA1D	Cav1.3	1391	776
CACNA1D	CACH3	1391	776
CACNA1D	CACN4	1391	776
CACNA1D	CCHL1A2	1391	776
CACNA1D	CACNL1A2	1391	776
CACNA1D	CACNA1D	1391	776
CACNA1E	Cav2.3	1392	777
CACNA1E	BII	1392	777
CACNA1E	CACH6	1392	777
CACNA1E	CACNL1A6	1392	777
CACNA1E	CACNA1E	1392	777
CACNA1F	Cav1.4	1393	778
CACNA1F	JM8	1393	778
CACNA1F	JMC8	1393	778
CACNA1F	CSNBX2	1393	778
CACNA1F	CORDX3	1393	778
CACNA1F	CSNB2A	1393	778
CACNA1F	OA2	1393	778
CACNA1F	CSNB2	1393	778
CACNA1F	AIED	1393	778
CACNA1F	CACNA1F	1393	778
CACNA1G	Cav3.1	1394	8913
CACNA1G	NBR13	1394	8913
CACNA1G	CACNA1G	1394	8913
CACNA1G-AS1	CAS1	27377	253962
CACNA1G-AS1	CACNA1G-AS1	27377	253962
CACNA1H	Cav3.2	1395	8912
CACNA1H	CACNA1H	1395	8912
CACNA1I	Cav3.3	1396	8911
CACNA1I	CACNA1I	1396	8911
CACNA1S	Cav1.1	1397	779
CACNA1S	hypoPP	1397	779
CACNA1S	MHS5	1397	779
CACNA1S	CACNL1A3	1397	779
CACNA1S	CACNA1S	1397	779
CACNA2D1	lncRNA-N3	1399	781
CACNA2D1	CACNL2A	1399	781
CACNA2D1	CACNA2	1399	781
CACNA2D1	MHS3	1399	781
CACNA2D1	LINC01112	1399	781
CACNA2D1	CACNA2D1	1399	781
CACNA2D1-AS1	CACNA2D1-AS1	40120	101927356
CACNA2D2	KIAA0558	1400	9254
CACNA2D2	CACNA2D2	1400	9254
CACNA2D3	HSA272268	15460	55799
CACNA2D3	CACNA2D3	15460	55799
CACNA2D3-AS1	CACNA2D3-AS1	40702	100874237
CACNA2D4	CACNA2D4	20202	93589
CACNB1	CACNLB1	1401	782
CACNB1	CACNB1	1401	782
CACNB2	MYSB	1402	783
CACNB2	CACNLB2	1402	783
CACNB2	CACNB2	1402	783
CACNB3	CACNLB3	1403	784
CACNB3	CACNB3	1403	784
CACNB4	EJM4	1404	785
CACNB4	CACNB4	1404	785
CACNG1	CACNLG	1405	786
CACNG1	CACNG1	1405	786
CACNG2	stargazin	1406	10369
CACNG2	MGC138502	1406	10369
CACNG2	MGC138504	1406	10369
CACNG2	CACNG2	1406	10369
CACNG3	CACNG3	1407	10368
CACNG4	MGC11138	1408	27092
CACNG4	MGC24983	1408	27092
CACNG4	CACNG4	1408	27092
CACNG5	CACNG5	1409	27091
CACNG6	CACNG6	13625	59285
CACNG7	CACNG7	13626	59284
CACNG8	CACNG8	13628	59283
CACTIN	NY-REN-24	29938	58509
CACTIN	fSAPc	29938	58509
CACTIN	C19orf29	29938	58509
CACTIN	CACTIN	29938	58509
CACTIN-AS1	C19orf29OS	31391	404665
CACTIN-AS1	C19orf29-AS1	31391	404665
CACTIN-AS1	CACTIN-AS1	31391	404665
CACUL1	FLJ40409	23727	143384
CACUL1	MGC33215	23727	143384
CACUL1	CAC1	23727	143384
CACUL1	C10orf46	23727	143384
CACUL1	CACUL1	23727	143384
CACYBP	S100A6BP	30423	27101
CACYBP	CACYBP	30423	27101
CACYBPP1	CACYBPP1	45122	100420043
CACYBPP2	CACYBPP2	45123	644877
CACYBPP3	CACYBPP3	45124	106480809
CAD	GATD4	1424	790
CAD	CAD	1424	790
CADM1	NECL2	5951	23705
CADM1	ST17	5951	23705
CADM1	BL2	5951	23705
CADM1	SYNCAM	5951	23705
CADM1	IGSF4A	5951	23705
CADM1	Necl-2	5951	23705
CADM1	SYNCAM1	5951	23705
CADM1	RA175	5951	23705
CADM1	TSLC1	5951	23705
CADM1	IGSF4	5951	23705
CADM1	CADM1	5951	23705
CADM2	NECL3	29849	253559
CADM2	Necl-3	29849	253559
CADM2	SynCAM2	29849	253559
CADM2	IGSF4D	29849	253559
CADM2	CADM2	29849	253559
CADM2-AS1	CADM2-AS1	41248	100874038
CADM2-AS2	CADM2-AS2	41247	100874037
CADM3	BIgR	17601	57863
CADM3	FLJ10698	17601	57863
CADM3	TSLL1	17601	57863
CADM3	NECL1	17601	57863
CADM3	SynCAM3	17601	57863
CADM3	Necl-1	17601	57863
CADM3	IGSF4B	17601	57863
CADM3	CADM3	17601	57863
CADM3-AS1	CTA-134P22.2	40812	100131825
CADM3-AS1	CADM3-AS1	40812	100131825
CADM4	TSLL2	30825	199731
CADM4	Necl-4	30825	199731
CADM4	SynCAM4	30825	199731
CADM4	IGSF4C	30825	199731
CADM4	CADM4	30825	199731
CADPS	KIAA1121	1426	8618
CADPS	UNC-31	1426	8618
CADPS	CADPS	1426	8618
CADPS2	CADPS2	16018	93664
CAGE1	bA69L16.7	21622	285782
CAGE1	CT95	21622	285782
CAGE1	CTAG3	21622	285782
CAGE1	CAGE1	21622	285782
CAHM	LINC00468	42860	100526820
CAHM	CAHM	42860	100526820
CALB1	CALB	1434	793
CALB1	CALB1	1434	793
CALB2	CAL2	1435	794
CALB2	CALB2	1435	794
CALCA	CGRP-alpha	1437	796
CALCA	CALC1	1437	796
CALCA	CALCA	1437	796
CALCB	FLJ30166	1438	797
CALCB	CGRP-II	1438	797
CALCB	CALC2	1438	797
CALCB	CALCB	1438	797
CALCOCO1	KIAA1536	29306	57658
CALCOCO1	calphoglin	29306	57658
CALCOCO1	Cocoa	29306	57658
CALCOCO1	CALCOCO1	29306	57658
